TIME,VASSETID,NRUNHOURDAY
2020-11-30T17:00:00Z,ACO.P1.H1.GAIT0.003,2.568
2020-12-01T17:00:00Z,ACO.P1.H1.GAIT0.003,2.474
2020-12-02T17:00:00Z,ACO.P1.H1.GAIT0.003,0.0
2020-12-03T17:00:00Z,ACO.P1.H1.GAIT0.003,0.013
2020-11-26T17:00:00Z,ACO.P1.H1.GAIT0.004,15.994
2020-11-27T17:00:00Z,ACO.P1.H1.GAIT0.004,23.997
2020-11-28T17:00:00Z,ACO.P1.H1.GAIT0.004,23.998
2020-11-29T17:00:00Z,ACO.P1.H1.GAIT0.004,7.708
2020-11-30T17:00:00Z,ACO.P1.H1.GAIT0.004,2.458
2020-12-01T17:00:00Z,ACO.P1.H1.GAIT0.004,0.714
2020-12-02T17:00:00Z,ACO.P1.H1.GAIT0.004,0.0
2020-12-03T17:00:00Z,ACO.P1.H1.GAIT0.004,0.0
2020-11-26T17:00:00Z,ACO.P1.H1.GAIT0.007,3.014
2020-11-27T17:00:00Z,ACO.P1.H1.GAIT0.007,0.0
2020-11-28T17:00:00Z,ACO.P1.H1.GAIT0.007,0.0
2020-11-29T17:00:00Z,ACO.P1.H1.GAIT0.007,15.077
2020-11-30T17:00:00Z,ACO.P1.H1.GAIT0.007,9.901
2020-12-01T17:00:00Z,ACO.P1.H1.GAIT0.007,4.325
2020-12-02T17:00:00Z,ACO.P1.H1.GAIT0.007,3.584
2020-12-03T17:00:00Z,ACO.P1.H1.GAIT0.007,0.954
2020-11-26T17:00:00Z,ACO.P1.H1.IT000.001,0.0
2020-11-27T17:00:00Z,ACO.P1.H1.IT000.001,0.0
2020-11-28T17:00:00Z,ACO.P1.H1.IT000.001,0.0
2020-11-29T17:00:00Z,ACO.P1.H1.IT000.001,0.0
2020-11-30T17:00:00Z,ACO.P1.H1.IT000.001,0.0
2020-12-01T17:00:00Z,ACO.P1.H1.IT000.001,0.0
2020-12-02T17:00:00Z,ACO.P1.H1.IT000.001,0.0
2020-12-03T17:00:00Z,ACO.P1.H1.IT000.001,0.0
2020-11-26T17:00:00Z,ACO.P1.H1.IT000.008,7.141
2020-11-27T17:00:00Z,ACO.P1.H1.IT000.008,4.415
2020-11-28T17:00:00Z,ACO.P1.H1.IT000.008,2.219
2020-11-29T17:00:00Z,ACO.P1.H1.IT000.008,2.192
2020-11-30T17:00:00Z,ACO.P1.H1.IT000.008,7.531
2020-12-01T17:00:00Z,ACO.P1.H1.IT000.008,2.993
2020-12-02T17:00:00Z,ACO.P1.H1.IT000.008,3.657
2020-12-03T17:00:00Z,ACO.P1.H1.IT000.008,1.317
2020-11-26T17:00:00Z,ACO.P1.H1.IT000.010,0.0
2020-11-27T17:00:00Z,ACO.P1.H1.IT000.010,0.0
2020-11-28T17:00:00Z,ACO.P1.H1.IT000.010,0.0
2020-11-29T17:00:00Z,ACO.P1.H1.IT000.010,0.0
2020-11-30T17:00:00Z,ACO.P1.H1.IT000.010,0.0
2020-12-01T17:00:00Z,ACO.P1.H1.IT000.010,0.0
2020-12-02T17:00:00Z,ACO.P1.H1.IT000.010,0.0
2020-12-03T17:00:00Z,ACO.P1.H1.IT000.010,0.0
2020-11-26T17:00:00Z,ACO.P1.H1.P1PAY.019,4.655
2020-11-27T17:00:00Z,ACO.P1.H1.P1PAY.019,8.915
2020-11-28T17:00:00Z,ACO.P1.H1.P1PAY.019,6.701
2020-11-29T17:00:00Z,ACO.P1.H1.P1PAY.019,13.633
2020-11-30T17:00:00Z,ACO.P1.H1.P1PAY.019,10.199
2020-12-01T17:00:00Z,ACO.P1.H1.P1PAY.019,14.687
2020-12-02T17:00:00Z,ACO.P1.H1.P1PAY.019,10.892
2020-12-03T17:00:00Z,ACO.P1.H1.P1PAY.019,5.567
2020-11-26T17:00:00Z,ACO.P1.H1.P1PAY.020,15.992
2020-11-27T17:00:00Z,ACO.P1.H1.P1PAY.020,23.997
2020-11-28T17:00:00Z,ACO.P1.H1.P1PAY.020,23.997
2020-11-29T17:00:00Z,ACO.P1.H1.P1PAY.020,23.855
2020-11-30T17:00:00Z,ACO.P1.H1.P1PAY.020,23.345
2020-12-01T17:00:00Z,ACO.P1.H1.P1PAY.020,23.817
2020-12-02T17:00:00Z,ACO.P1.H1.P1PAY.020,23.894
2020-12-03T17:00:00Z,ACO.P1.H1.P1PAY.020,5.999
2020-11-26T17:00:00Z,ACO.P1.H1.P1PAY.021,10.94
2020-11-27T17:00:00Z,ACO.P1.H1.P1PAY.021,23.999
2020-11-28T17:00:00Z,ACO.P1.H1.P1PAY.021,23.997
2020-11-29T17:00:00Z,ACO.P1.H1.P1PAY.021,21.804
2020-11-30T17:00:00Z,ACO.P1.H1.P1PAY.021,22.157
2020-12-01T17:00:00Z,ACO.P1.H1.P1PAY.021,19.779
2020-12-02T17:00:00Z,ACO.P1.H1.P1PAY.021,5.999
2020-12-03T17:00:00Z,ACO.P1.H1.P1PAY.021,1.989
2020-11-26T17:00:00Z,ACO.P1.H1.P1PAY.022,10.685
2020-11-27T17:00:00Z,ACO.P1.H1.P1PAY.022,15.8
2020-11-28T17:00:00Z,ACO.P1.H1.P1PAY.022,20.711
2020-11-29T17:00:00Z,ACO.P1.H1.P1PAY.022,9.836
2020-11-30T17:00:00Z,ACO.P1.H1.P1PAY.022,15.389
2020-12-01T17:00:00Z,ACO.P1.H1.P1PAY.022,15.996
2020-12-02T17:00:00Z,ACO.P1.H1.P1PAY.022,5.703
2020-12-03T17:00:00Z,ACO.P1.H1.P1PAY.022,1.267
2020-11-26T17:00:00Z,ACO.P1.H1.P1PAY.023,14.725
2020-11-27T17:00:00Z,ACO.P1.H1.P1PAY.023,23.879
2020-11-28T17:00:00Z,ACO.P1.H1.P1PAY.023,23.263
2020-11-29T17:00:00Z,ACO.P1.H1.P1PAY.023,21.629
2020-11-30T17:00:00Z,ACO.P1.H1.P1PAY.023,10.826
2020-12-01T17:00:00Z,ACO.P1.H1.P1PAY.023,0.0
2020-12-02T17:00:00Z,ACO.P1.H1.P1PAY.023,0.0
2020-12-03T17:00:00Z,ACO.P1.H1.P1PAY.023,1.808
2020-11-26T17:00:00Z,ACO.P1.H1.P1PAY.024,0.731
2020-11-27T17:00:00Z,ACO.P1.H1.P1PAY.024,15.216
2020-11-28T17:00:00Z,ACO.P1.H1.P1PAY.024,5.232
2020-11-29T17:00:00Z,ACO.P1.H1.P1PAY.024,0.06
2020-11-30T17:00:00Z,ACO.P1.H1.P1PAY.024,8.408
2020-12-01T17:00:00Z,ACO.P1.H1.P1PAY.024,10.341
2020-12-02T17:00:00Z,ACO.P1.H1.P1PAY.024,3.862
2020-12-03T17:00:00Z,ACO.P1.H1.P1PAY.024,7.892
2020-11-26T17:00:00Z,ACO.P1.H2.GAIT0.003,0.021
2020-11-27T17:00:00Z,ACO.P1.H2.GAIT0.003,0.0
2020-11-28T17:00:00Z,ACO.P1.H2.GAIT0.003,0.0
2020-11-29T17:00:00Z,ACO.P1.H2.GAIT0.003,7.134
2020-11-30T17:00:00Z,ACO.P1.H2.GAIT0.003,3.382
2020-12-01T17:00:00Z,ACO.P1.H2.GAIT0.003,1.81
2020-12-02T17:00:00Z,ACO.P1.H2.GAIT0.003,1.099
2020-12-03T17:00:00Z,ACO.P1.H2.GAIT0.003,0.0
2020-11-26T17:00:00Z,ACO.P1.H2.IT000.004,0.0
2020-11-27T17:00:00Z,ACO.P1.H2.IT000.004,0.0
2020-11-28T17:00:00Z,ACO.P1.H2.IT000.004,0.0
2020-11-29T17:00:00Z,ACO.P1.H2.IT000.004,0.612
2020-11-30T17:00:00Z,ACO.P1.H2.IT000.004,0.0
2020-12-01T17:00:00Z,ACO.P1.H2.IT000.004,0.0
2020-12-02T17:00:00Z,ACO.P1.H2.IT000.004,0.0
2020-12-03T17:00:00Z,ACO.P1.H2.IT000.004,0.0
2020-11-26T17:00:00Z,ACO.P1.H2.PUTS0.007,9.369
2020-11-27T17:00:00Z,ACO.P1.H2.PUTS0.007,0.0
2020-11-28T17:00:00Z,ACO.P1.H2.PUTS0.007,0.0
2020-11-29T17:00:00Z,ACO.P1.H2.PUTS0.007,10.836
2020-11-30T17:00:00Z,ACO.P1.H2.PUTS0.007,9.639
2020-12-01T17:00:00Z,ACO.P1.H2.PUTS0.007,12.003
2020-12-02T17:00:00Z,ACO.P1.H2.PUTS0.007,11.241
2020-12-03T17:00:00Z,ACO.P1.H2.PUTS0.007,0.0
2020-11-26T17:00:00Z,ACO.P1.H2.PUTS0.008,9.307
2020-11-29T17:00:00Z,ACO.P1.H2.PUTS0.008,10.998
2020-11-30T17:00:00Z,ACO.P1.H2.PUTS0.008,11.61
2020-12-01T17:00:00Z,ACO.P1.H2.PUTS0.008,11.944
2020-12-02T17:00:00Z,ACO.P1.H2.PUTS0.008,11.169
2020-12-03T17:00:00Z,ACO.P1.H2.PUTS0.008,1.374
2020-11-26T17:00:00Z,ACO.P1.H3.GAEO1.003,9.112
2020-11-27T17:00:00Z,ACO.P1.H3.GAEO1.003,10.476
2020-11-28T17:00:00Z,ACO.P1.H3.GAEO1.003,9.779
2020-11-29T17:00:00Z,ACO.P1.H3.GAEO1.003,0.0
2020-11-30T17:00:00Z,ACO.P1.H3.GAEO1.003,0.0
2020-12-01T17:00:00Z,ACO.P1.H3.GAEO1.003,0.0
2020-12-02T17:00:00Z,ACO.P1.H3.GAEO1.003,0.0
2020-12-03T17:00:00Z,ACO.P1.H3.GAEO1.003,0.504
2020-11-26T17:00:00Z,ACO.P1.H3.GAEO1.004,9.116
2020-11-27T17:00:00Z,ACO.P1.H3.GAEO1.004,10.476
2020-11-28T17:00:00Z,ACO.P1.H3.GAEO1.004,0.0
2020-11-29T17:00:00Z,ACO.P1.H3.GAEO1.004,9.589
2020-11-30T17:00:00Z,ACO.P1.H3.GAEO1.004,10.473
2020-12-01T17:00:00Z,ACO.P1.H3.GAEO1.004,0.0
2020-12-02T17:00:00Z,ACO.P1.H3.GAEO1.004,0.0
2020-12-03T17:00:00Z,ACO.P1.H3.GAEO1.004,1.3
2020-11-26T17:00:00Z,ACO.P1.H3.GAEO1.005,9.116
2020-11-27T17:00:00Z,ACO.P1.H3.GAEO1.005,10.078
2020-11-28T17:00:00Z,ACO.P1.H3.GAEO1.005,9.755
2020-11-29T17:00:00Z,ACO.P1.H3.GAEO1.005,10.157
2020-11-30T17:00:00Z,ACO.P1.H3.GAEO1.005,10.474
2020-12-01T17:00:00Z,ACO.P1.H3.GAEO1.005,10.466
2020-12-02T17:00:00Z,ACO.P1.H3.GAEO1.005,10.471
2020-11-26T17:00:00Z,ACO.P1.H3.GAEO1.006,9.115
2020-11-27T17:00:00Z,ACO.P1.H3.GAEO1.006,4.231
2020-11-28T17:00:00Z,ACO.P1.H3.GAEO1.006,0.0
2020-11-29T17:00:00Z,ACO.P1.H3.GAEO1.006,9.792
2020-12-01T17:00:00Z,ACO.P1.H3.GAEO1.006,10.131
2020-12-02T17:00:00Z,ACO.P1.H3.GAEO1.006,10.471
2020-12-03T17:00:00Z,ACO.P1.H3.GAEO1.006,1.355
2020-11-26T17:00:00Z,ACO.P1.H3.GAEO1.007,9.116
2020-11-28T17:00:00Z,ACO.P1.H3.GAEO1.007,0.0
2020-11-29T17:00:00Z,ACO.P1.H3.GAEO1.007,7.249
2020-11-30T17:00:00Z,ACO.P1.H3.GAEO1.007,10.472
2020-12-02T17:00:00Z,ACO.P1.H3.GAEO1.007,10.469
2020-12-03T17:00:00Z,ACO.P1.H3.GAEO1.007,1.354
2020-11-27T17:00:00Z,ACO.P1.H3.GAEO1.008,4.3
2020-11-28T17:00:00Z,ACO.P1.H3.GAEO1.008,0.041
2020-11-29T17:00:00Z,ACO.P1.H3.GAEO1.008,9.695
2020-11-30T17:00:00Z,ACO.P1.H3.GAEO1.008,10.474
2020-12-01T17:00:00Z,ACO.P1.H3.GAEO1.008,10.466
2020-12-02T17:00:00Z,ACO.P1.H3.GAEO1.008,10.472
2020-12-03T17:00:00Z,ACO.P1.H3.GAEO1.008,1.356
2020-11-26T17:00:00Z,ACO.P1.H3.GAEO1.009,9.109
2020-11-27T17:00:00Z,ACO.P1.H3.GAEO1.009,4.263
2020-11-28T17:00:00Z,ACO.P1.H3.GAEO1.009,0.0
2020-11-29T17:00:00Z,ACO.P1.H3.GAEO1.009,5.413
2020-11-30T17:00:00Z,ACO.P1.H3.GAEO1.009,2.13
2020-12-01T17:00:00Z,ACO.P1.H3.GAEO1.009,8.054
2020-12-02T17:00:00Z,ACO.P1.H3.GAEO1.009,10.0
2020-12-03T17:00:00Z,ACO.P1.H3.GAEO1.009,1.362
2020-11-26T17:00:00Z,ACO.P1.H4.GAEO1.002,9.991
2020-11-29T17:00:00Z,ACO.P1.H4.GAEO1.002,11.335
2020-11-30T17:00:00Z,ACO.P1.H4.GAEO1.002,12.982
2020-12-01T17:00:00Z,ACO.P1.H4.GAEO1.002,11.597
2020-12-02T17:00:00Z,ACO.P1.H4.GAEO1.002,10.643
2020-12-03T17:00:00Z,ACO.P1.H4.GAEO1.002,0.911
2020-11-26T17:00:00Z,ACO.P1.H4.GAEO1.004,8.825
2020-11-29T17:00:00Z,ACO.P1.H4.GAEO1.004,12.716
2020-11-30T17:00:00Z,ACO.P1.H4.GAEO1.004,12.943
2020-12-01T17:00:00Z,ACO.P1.H4.GAEO1.004,12.941
2020-12-02T17:00:00Z,ACO.P1.H4.GAEO1.004,12.964
2020-12-03T17:00:00Z,ACO.P1.H4.GAEO1.004,0.911
2020-11-26T17:00:00Z,ACO.P1.H4.GAEO1.005,12.064
2020-11-29T17:00:00Z,ACO.P1.H4.GAEO1.005,12.982
2020-11-30T17:00:00Z,ACO.P1.H4.GAEO1.005,12.982
2020-12-01T17:00:00Z,ACO.P1.H4.GAEO1.005,12.983
2020-12-02T17:00:00Z,ACO.P1.H4.GAEO1.005,12.982
2020-12-03T17:00:00Z,ACO.P1.H4.GAEO1.005,0.913
2020-11-26T17:00:00Z,ACO.P1.H4.GAEO1.006,3.684
2020-11-29T17:00:00Z,ACO.P1.H4.GAEO1.006,0.0
2020-11-30T17:00:00Z,ACO.P1.H4.GAEO1.006,7.537
2020-12-01T17:00:00Z,ACO.P1.H4.GAEO1.006,9.636
2020-12-02T17:00:00Z,ACO.P1.H4.GAEO1.006,4.017
2020-12-03T17:00:00Z,ACO.P1.H4.GAEO1.006,0.878
2020-11-26T17:00:00Z,ACO.P1.H4.GAEO1.007,7.814
2020-11-29T17:00:00Z,ACO.P1.H4.GAEO1.007,1.129
2020-11-30T17:00:00Z,ACO.P1.H4.GAEO1.007,2.487
2020-12-01T17:00:00Z,ACO.P1.H4.GAEO1.007,1.779
2020-12-02T17:00:00Z,ACO.P1.H4.GAEO1.007,10.107
2020-12-03T17:00:00Z,ACO.P1.H4.GAEO1.007,0.914
2020-11-26T17:00:00Z,ACO.P1.H4.GAEO1.008,12.066
2020-11-29T17:00:00Z,ACO.P1.H4.GAEO1.008,9.613
2020-12-01T17:00:00Z,ACO.P1.H4.GAEO1.008,8.727
2020-12-02T17:00:00Z,ACO.P1.H4.GAEO1.008,7.515
2020-12-03T17:00:00Z,ACO.P1.H4.GAEO1.008,0.911
2020-11-26T17:00:00Z,ACO.P1.H4.GAEO1.009,7.274
2020-11-29T17:00:00Z,ACO.P1.H4.GAEO1.009,5.904
2020-11-30T17:00:00Z,ACO.P1.H4.GAEO1.009,6.723
2020-12-01T17:00:00Z,ACO.P1.H4.GAEO1.009,7.194
2020-12-02T17:00:00Z,ACO.P1.H4.GAEO1.009,6.812
2020-12-03T17:00:00Z,ACO.P1.H4.GAEO1.009,0.91
2020-11-26T17:00:00Z,ACO.P1.H4.GAHR0.035,11.602
2020-11-29T17:00:00Z,ACO.P1.H4.GAHR0.035,12.982
2020-11-30T17:00:00Z,ACO.P1.H4.GAHR0.035,12.982
2020-12-01T17:00:00Z,ACO.P1.H4.GAHR0.035,12.984
2020-12-02T17:00:00Z,ACO.P1.H4.GAHR0.035,9.815
2020-12-03T17:00:00Z,ACO.P1.H4.GAHR0.035,0.0
2020-11-26T17:00:00Z,ACO.P1.H4.GAHR0.036,8.264
2020-11-29T17:00:00Z,ACO.P1.H4.GAHR0.036,4.457
2020-11-30T17:00:00Z,ACO.P1.H4.GAHR0.036,7.556
2020-12-01T17:00:00Z,ACO.P1.H4.GAHR0.036,7.621
2020-12-02T17:00:00Z,ACO.P1.H4.GAHR0.036,5.777
2020-12-03T17:00:00Z,ACO.P1.H4.GAHR0.036,0.78
2020-11-26T17:00:00Z,ACO.P1.H4.GAHR0.037,12.066
2020-11-29T17:00:00Z,ACO.P1.H4.GAHR0.037,12.982
2020-11-30T17:00:00Z,ACO.P1.H4.GAHR0.037,12.981
2020-12-01T17:00:00Z,ACO.P1.H4.GAHR0.037,12.981
2020-12-02T17:00:00Z,ACO.P1.H4.GAHR0.037,12.982
2020-12-03T17:00:00Z,ACO.P1.H4.GAHR0.037,0.911
2020-11-26T17:00:00Z,ACO.P1.H4.HR000.018,0.0
2020-11-29T17:00:00Z,ACO.P1.H4.HR000.018,0.443
2020-11-30T17:00:00Z,ACO.P1.H4.HR000.018,0.0
2020-12-01T17:00:00Z,ACO.P1.H4.HR000.018,0.0
2020-12-02T17:00:00Z,ACO.P1.H4.HR000.018,0.16
2020-12-03T17:00:00Z,ACO.P1.H4.HR000.018,0.0
2020-11-26T17:00:00Z,ACO.P1.H4.HR000.020,12.059
2020-11-29T17:00:00Z,ACO.P1.H4.HR000.020,11.769
2020-11-30T17:00:00Z,ACO.P1.H4.HR000.020,12.497
2020-12-01T17:00:00Z,ACO.P1.H4.HR000.020,9.639
2020-12-02T17:00:00Z,ACO.P1.H4.HR000.020,12.598
2020-12-03T17:00:00Z,ACO.P1.H4.HR000.020,0.911
2020-11-26T17:00:00Z,ACO.P1.H4.HR000.038,12.068
2020-11-29T17:00:00Z,ACO.P1.H4.HR000.038,12.982
2020-11-30T17:00:00Z,ACO.P1.H4.HR000.038,12.981
2020-12-01T17:00:00Z,ACO.P1.H4.HR000.038,12.983
2020-12-02T17:00:00Z,ACO.P1.H4.HR000.038,12.984
2020-12-03T17:00:00Z,ACO.P1.H4.HR000.038,0.91
2020-11-26T17:00:00Z,ACO.P1.H4.HR000.040,0.0
2020-11-29T17:00:00Z,ACO.P1.H4.HR000.040,12.982
2020-11-30T17:00:00Z,ACO.P1.H4.HR000.040,12.981
2020-12-01T17:00:00Z,ACO.P1.H4.HR000.040,12.982
2020-12-02T17:00:00Z,ACO.P1.H4.HR000.040,3.208
2020-12-03T17:00:00Z,ACO.P1.H4.HR000.040,0.0
2020-11-26T17:00:00Z,ACO.P1.H4.HR000.042,11.437
2020-11-29T17:00:00Z,ACO.P1.H4.HR000.042,0.851
2020-11-30T17:00:00Z,ACO.P1.H4.HR000.042,0.472
2020-12-01T17:00:00Z,ACO.P1.H4.HR000.042,0.403
2020-12-02T17:00:00Z,ACO.P1.H4.HR000.042,0.255
2020-12-03T17:00:00Z,ACO.P1.H4.HR000.042,0.0
2020-11-26T17:00:00Z,ACO.P1.H4.IRE00.021,0.0
2020-11-29T17:00:00Z,ACO.P1.H4.IRE00.021,0.034
2020-11-30T17:00:00Z,ACO.P1.H4.IRE00.021,0.033
2020-12-01T17:00:00Z,ACO.P1.H4.IRE00.021,0.033
2020-12-02T17:00:00Z,ACO.P1.H4.IRE00.021,0.035
2020-12-03T17:00:00Z,ACO.P1.H4.IRE00.021,0.033
2020-11-26T17:00:00Z,ACO.P1.H4.IRE00.024,0.0
2020-11-29T17:00:00Z,ACO.P1.H4.IRE00.024,0.0
2020-11-30T17:00:00Z,ACO.P1.H4.IRE00.024,0.0
2020-12-01T17:00:00Z,ACO.P1.H4.IRE00.024,0.0
2020-12-02T17:00:00Z,ACO.P1.H4.IRE00.024,0.0
2020-12-03T17:00:00Z,ACO.P1.H4.IRE00.024,0.846
2020-11-26T17:00:00Z,ACO.P1.H4.IRE00.025,12.083
2020-11-29T17:00:00Z,ACO.P1.H4.IRE00.025,12.981
2020-11-30T17:00:00Z,ACO.P1.H4.IRE00.025,12.981
2020-12-01T17:00:00Z,ACO.P1.H4.IRE00.025,12.98
2020-12-02T17:00:00Z,ACO.P1.H4.IRE00.025,12.982
2020-12-03T17:00:00Z,ACO.P1.H4.IRE00.025,0.898
2020-11-26T17:00:00Z,ACO.P1.H4.SI000.017,12.08
2020-11-29T17:00:00Z,ACO.P1.H4.SI000.017,12.974
2020-11-30T17:00:00Z,ACO.P1.H4.SI000.017,12.96
2020-12-01T17:00:00Z,ACO.P1.H4.SI000.017,12.982
2020-12-02T17:00:00Z,ACO.P1.H4.SI000.017,12.946
2020-12-03T17:00:00Z,ACO.P1.H4.SI000.017,0.873
2020-11-26T17:00:00Z,ACO.P1.H5.BC000.030,0.772
2020-11-30T17:00:00Z,ACO.P1.H5.BC000.030,3.913
2020-12-01T17:00:00Z,ACO.P1.H5.BC000.030,0.304
2020-12-02T17:00:00Z,ACO.P1.H5.BC000.030,0.0
2020-12-03T17:00:00Z,ACO.P1.H5.BC000.030,0.0
2020-11-26T17:00:00Z,ACO.P1.H5.BC000.031,0.804
2020-11-29T17:00:00Z,ACO.P1.H5.BC000.031,5.21
2020-11-30T17:00:00Z,ACO.P1.H5.BC000.031,3.854
2020-12-01T17:00:00Z,ACO.P1.H5.BC000.031,0.0
2020-12-02T17:00:00Z,ACO.P1.H5.BC000.031,0.0
2020-12-03T17:00:00Z,ACO.P1.H5.BC000.031,0.0
2020-11-26T17:00:00Z,ACO.P1.H5.GAEO1.003,7.996
2020-11-29T17:00:00Z,ACO.P1.H5.GAEO1.003,9.981
2020-11-30T17:00:00Z,ACO.P1.H5.GAEO1.003,9.982
2020-12-01T17:00:00Z,ACO.P1.H5.GAEO1.003,9.982
2020-12-02T17:00:00Z,ACO.P1.H5.GAEO1.003,7.905
2020-12-03T17:00:00Z,ACO.P1.H5.GAEO1.003,0.974
2020-11-26T17:00:00Z,ACO.P1.H5.GAEO1.006,4.421
2020-11-29T17:00:00Z,ACO.P1.H5.GAEO1.006,2.232
2020-11-30T17:00:00Z,ACO.P1.H5.GAEO1.006,4.952
2020-12-01T17:00:00Z,ACO.P1.H5.GAEO1.006,3.809
2020-12-02T17:00:00Z,ACO.P1.H5.GAEO1.006,0.791
2020-12-03T17:00:00Z,ACO.P1.H5.GAEO1.006,0.69
2020-11-26T17:00:00Z,ACO.P1.H5.GAEO1.007,8.591
2020-11-29T17:00:00Z,ACO.P1.H5.GAEO1.007,9.979
2020-11-30T17:00:00Z,ACO.P1.H5.GAEO1.007,9.982
2020-12-01T17:00:00Z,ACO.P1.H5.GAEO1.007,9.984
2020-12-02T17:00:00Z,ACO.P1.H5.GAEO1.007,9.982
2020-12-03T17:00:00Z,ACO.P1.H5.GAEO1.007,0.972
2020-11-26T17:00:00Z,ACO.P1.H5.RMCIA.013,2.946
2020-11-29T17:00:00Z,ACO.P1.H5.RMCIA.013,2.861
2020-11-30T17:00:00Z,ACO.P1.H5.RMCIA.013,5.405
2020-12-01T17:00:00Z,ACO.P1.H5.RMCIA.013,5.134
2020-12-02T17:00:00Z,ACO.P1.H5.RMCIA.013,3.764
2020-12-03T17:00:00Z,ACO.P1.H5.RMCIA.013,0.825
